;mun;year;exp_value;imp_value;exp_share;homicid;latroc;estupro;idh;idh_rank;educ_pgraduate;life_exp;furtos;gdp;gdp_per;area;roubos;dem_dens;value_add;ind_value_ad;eletric;mun_revenue;iptu;iss;icms;ipva;icms.1;veic;veic_per;jobs;jobs_mrev;pop;pop_cresc;pop_urb;pop_rur;olding;urbing;migration;pri_year;pri_mun;pri_reais;pri_dolar;mun2;pub_year;pub_mun;pub_value;checkpub;checkpri
111;Águas de Santa Bárbara;2001;;;;;;;;;;,,,;47;;;408,47;9;12,86;;;11306;21788744;4971431;476410;0,0180412;607418;2386493;;;943;499,7;5252;;3898;1354;43,55;74,22;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
112;Águas de Santa Bárbara;2002;;;;1;;;;;;,,,;25;44811,15;8442,19;408,47;;12,99;43164,36;4010,76;12257;22741219;4660492;582829;0,01803039;630048;2314939;1382;3,84;888;543,98;5308;;3936;1372;45,93;74,15;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
113;Águas de Santa Bárbara;2003;;;;2;;;;;;,,,;39;43890,49;8188,52;408,47;5;13,12;41990,47;3777,1;13773;17770467;3903668;516292;0,01750309;560115;1069294;1458;3,68;981;583,11;5360;;3975;1385;47,61;74,16;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
114;Águas de Santa Bárbara;2004;;;;;;;;;;,,,;42;48835,8;9052,05;408,47;2;13,21;46336,15;5109,58;14056;18427920;3570385;1763621;0,01831101;583599;1201262;1550;3,48;962;615,91;5395;;4014;1381;49,64;74,4;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
115;Águas de Santa Bárbara;2005;;;;;;;;;;,,,;59;48740,83;8979,52;408,47;6;13,29;46334,26;4235,12;13782;18945016;3448833;1940285;0,01924854;637308;1329632;1614;3,36;932;705,04;5428;;4053;1375;51,92;74,67;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
116;Águas de Santa Bárbara;2006;;;;;;3;;;;,,,;45;58750,07;10756,15;408,47;3;13,37;55636,78;5262,24;14508;25072712;3773173;2053079;0,01956718;723878;1179172;1760;3,1;1028;797,57;5462;;4093;1369;54,26;74,94;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
117;Águas de Santa Bárbara;2007;;16500;;;;;;;;,,,;26;62545,01;11355,3;408,47;;13,48;58703,87;7427,77;16045;25771905;3630260;2108276;0,01909727;911831;1617266;1835;3;1068;868,42;5508;;4133;1375;56,88;75,04;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
118;Águas de Santa Bárbara;2008;;;;;;1;;;;,,,;28;65116,17;11728,42;408,47;2;13,59;61025,79;6380;11783;25719612;3098236;2113325;0,01918696;886743;152284;1980;2,8;1162;921,77;5552;;4174;1378;59,53;75,18;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
119;Águas de Santa Bárbara;2009;;;;;;1;;;;,,,;34;106483,76;19103,65;408,47;;13,65;102071,85;11765,19;13385;24758640;3819057;2296614;0,01936149;1028459;6276947;2141;2,6;1348;1053,04;5574;;4215;1359;62,53;75,62;,,,;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
120;Águas de Santa Bárbara;2010;;;;;;2;0,757;182;12,5;,,,;38;132254,83;23625,37;404,94;;13,82;123308,18;17847,11;16476;30351211;3264667;2489229;0,01886187;;;2342;2,39;1224;1224,01;5598;;4257;1341;66,22;76,05;2;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
121;Águas de Santa Bárbara;2011;;;;;;3;;;;,,,;37;139132,35;24703,9;404,94;3;13,91;127128,55;22817,34;17999;27608567;3836131;2523877;0,01892121;;;2545;2,21;1555;1296,25;5632;;4292;1340;69;76,21;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
122;Águas de Santa Bárbara;2012;;10292;;;;3;;;;,,,;41;95592,62;16874,25;404,94;4;13,99;89552,72;8214,4;15797;;;;0,02344132;;;2837;2;1336;1555,35;5665;;4327;1338;72,79;76,38;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
123;Águas de Santa Bárbara;2013;;176870;;1;;2;;;;,,,;41;114127,1;20022,3;404,94;3;14,08;108345,76;9673,51;15588;;;;0,02721098;;;3128;1,82;1287;1656,97;5700;;4364;1336;76,37;76,56;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
124;Águas de Santa Bárbara;2014;;343140;;;;4;;;;,,,;39;126621,33;22082,55;404,94;6;14,16;119156,42;10265,77;17620;;;;0,02500586;;;3321;1,73;1534;1843,33;5734;;4400;1334;80,26;76,74;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
125;Águas de Santa Bárbara;2015;;276813;;1;;1;;;;,,,;36;;;404,94;7;14,25;;;;;;;0,02204657;;;3507;1,64;1654;1775,08;5769;;4437;1332;84,58;76,91;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
126;Águas de Santa Bárbara;2016;;;;;;;;;;,,,;;;;404,94;;14,33;;;;;;;;;;3649;1,59;;;5801;;4471;1330;87,04;77,07;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
127;Águas de Santa Bárbara;2017;;;;;;;;;;,,,;;;;404,94;;14,4;;;;;;;;;;;;;;5833;0,59;4506;1327;89,52;77,25;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
128;Águas de Santa Bárbara;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
129;Águas de Santa Bárbara;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
130;Águas de Santa Bárbara;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
131;Águas de Santa Bárbara;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SANTA BÁRBARA;;;;0;0
132;Águas de São Pedro;2000;;;;;;;0,791;2;17,95;,,,;;;;3,64;;516,76;;;;23956826;3069531;640965;0,00635041;774009;147780;;;904;630,48;1881;;1881;;110,92;100;6;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
133;Águas de São Pedro;2001;;;;;;;;;;,,,;62;;;3,64;5;540,66;;;11639;18952833;3501880;605916;0,00707163;880850;172986;;;952;696,49;1968;;1968;;117,28;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
134;Águas de São Pedro;2002;;;;;;;;;;,,,;49;37797,47;18446,79;3,64;7;562,91;36078,04;4291,08;11391;;;;0,00725905;946736;191172;1135;1,81;991;722,71;2049;;2049;;120,49;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
135;Águas de São Pedro;2003;;;;;;1;;;;,,,;51;38982,35;18310,17;3,64;8;584,89;36986,43;3403,04;11467;15237372;2898502;669960;0,00683188;804263;170847;1150;1,85;956;782,13;2129;;2129;;123,61;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
136;Águas de São Pedro;2004;;;;;;;;;;,,,;74;42053,17;19019,97;3,64;4;607,42;39812,17;4381,35;12366;15460044;2645526;748682;0,00643988;812914;156449;1203;1,84;1002;874,8;2211;;2211;;128,65;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
137;Águas de São Pedro;2005;;;;;;;;;;,,,;63;46260,58;20227,62;3,64;4;628,3;43974,23;4746,91;12626;16344667;2790992;369797;0,00638957;891155;155360;1247;1,83;984;918,47;2287;;2287;;133,25;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
138;Águas de São Pedro;2006;;;;;;;;;;,,,;77;48079,08;20312,24;3,64;4;650,27;45130,92;4224,29;11759;18390523;3254256;715553;0,00650014;1043898;214758;1312;1,8;1667;751,89;2367;;2367;;137,25;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
139;Águas de São Pedro;2007;;;;;;;;;;,,,;74;50991,52;20812,87;3,64;4;673,08;47919,63;3865,82;11031;17484276;3313506;882903;0,00636995;1121888;148503;1412;1,74;1045;1072,97;2450;;2450;;141,56;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
140;Águas de São Pedro;2008;;;;;;;;;;,,,;67;55325,19;21893,62;3,64;5;694,23;51751,16;3825,98;10987;25831578;2997082;1441848;0,00641986;1130906;164911;1502;1,68;1117;1074,59;2527;;2527;;147,58;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
141;Águas de São Pedro;2009;;;;;;;;;;,,,;59;62270,67;23831,1;3,64;9;717,86;58413,81;4272,93;11660;19944325;3239726;1217562;0,00647555;1333731;208171;1625;1,61;1223;1135,03;2613;;2613;;154,07;100;,,,;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
142;Águas de São Pedro;2010;;20478;;;;;0,854;2;30,38;,,,;42;69351,57;25695,28;5,54;3;487,18;65559,77;6470,38;11899;24620547;3272182;1162897;0,00668873;;;1752;1,54;1231;1224,83;2699;;2699;;158,73;100;78;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
143;Águas de São Pedro;2011;;24501;;;;;;;;,,,;46;71429,27;26040,57;5,54;4;495,13;67340,26;5481,58;12497;25486498;3280407;1361139;0,0065003;;;1887;1,45;1307;1375,57;2743;;2743;;163,18;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
144;Águas de São Pedro;2012;;66849;;;;;;;;,,,;70;81883,23;29369,88;5,54;8;503,25;77651,18;5439,16;12879;;;;0,00674935;;;2053;1,36;1216;1573,51;2788;;2788;;166,19;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
145;Águas de São Pedro;2013;;69149;;;;;;;;,,,;44;96809,19;34159,91;5,54;9;511,55;92412,85;7392,22;13382;;;;0,00684232;;;2192;1,29;1366;1660,75;2834;;2834;;169,62;100;;;;;;ÁGUAS DE SÃO PEDRO;2013;ÁGUAS DE SÃO PEDRO;659000;1;0
146;Águas de São Pedro;2014;;97298;;;;1;;;;,,,;45;113803,72;39515,18;5,54;5;519,86;108522,05;8530,34;14217;;;;0,00664727;;;2317;1,24;1462;1740,13;2880;;2880;;169,45;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
147;Águas de São Pedro;2015;;;;;;;;;;,,,;40;;;3,61;3;811,08;;;;;;;0,00655362;;;2403;1,22;1268;1886,78;2928;;2928;;170,71;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
148;Águas de São Pedro;2016;;;;;;;;;;,,,;;;;3,61;;821,61;;;;;;;;;;2491;1,19;;;2966;;2966;;171,19;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
149;Águas de São Pedro;2017;;;;;;;;;;,,,;;;;3,61;;832,13;;;;;;;;;;;;;;3004;1,54;3004;;171,82;100;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
150;Águas de São Pedro;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
151;Águas de São Pedro;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
152;Águas de São Pedro;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
153;Águas de São Pedro;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ÁGUAS DE SÃO PEDRO;;;;1;0
154;Agudos;2000;;;;;;;0,669;181;4,95;,,,;;;;967,59;;33,55;;;;71444490;2602628;1283607;0,13731989;2388835;385052951;;;5008;786,96;32459;;30668;1791;30,2;94,48;167;;;;;AGUDOS;;;;1;1
155;Agudos;2001;;;;3;1;3;;;;,,,;635;;;967,59;47;33,84;;;144071;73092962;2194064;2704939;0,14859577;2840906;324661156;;;5091;741,79;32740;;30877;1863;31,73;94,31;,,,;;;;;AGUDOS;;;;1;1
156;Agudos;2002;;;;5;;2;;;;,,,;496;503704,87;15261,01;967,59;71;34,11;375789,99;190571,86;141964;65382495;1939487;1580682;0,14676202;3117993;314687695;6348;5,2;5230;841,88;33006;;31103;1903;33,46;94,23;,,,;;;;;AGUDOS;;;;1;1
157;Agudos;2003;1713942;;0,006363;6;;1;;;;,,,;585;616511,86;18559,57;967,59;88;34,33;489145,61;251430,78;145261;56532133;1519430;1723176;0,14736266;2869443;320294468;6934;4,79;5146;966,59;33218;;31331;1887;35,21;94,32;,,,;;;;;AGUDOS;;;;1;1
158;Agudos;2004;1000;1491265;0,000003;6;1;4;;;;,,,;408;594749,91;17812,75;967,59;62;34,51;462361,18;253096,41;142928;58503765;1376980;1166023;0,15436951;3153409;324510719;7570;4,41;5359;985,24;33389;;31561;1828;37,07;94,53;,,,;;;;;AGUDOS;;;;1;1
159;Agudos;2005;1654317;1280334;0,003996;2;1;1;;;;,,,;374;755778;22506,79;967,59;54;34,7;583152,82;337312,73;151371;65562719;1297955;2052012;0,16017004;3560879;388605697;8014;4,19;5892;1012,05;33580;;31792;1788;39,03;94,68;,,,;;;;;AGUDOS;;;;1;1
160;Agudos;2006;1015787;1752270;0,002018;4;1;3;;;;,,,;355;885980,89;26217,11;967,59;99;34,93;698133,19;372717,2;164302;71463999;1482333;1754145;0,15331423;4078731;434568456;8853;3,82;5652;1018,28;33794;;32025;1769;41,07;94,77;,,,;;;;;AGUDOS;;;;1;1
161;Agudos;2007;955966;903721;0,001701;1;;5;;;;,,,;424;976432,69;28721,99;967,59;61;35,13;776620,67;425430,54;165209;75812739;1423628;1788118;0,15883853;4841355;469355394;9756;3,48;5320;1192,68;33996;;32260;1736;43,25;94,89;,,,;;;;;AGUDOS;;;;1;1
162;Agudos;2008;86848;1916042;0,000133;1;;5;;;;,,,;400;946845,52;27704,17;967,59;84;35,32;746277,16;408237,37;167096;91872532;1276745;3536572;0,18028654;5029162;171644251;10848;3,15;5667;1314,49;34177;;32497;1680;45,53;95,08;,,,;;;;;AGUDOS;;;;1;1
163;Agudos;2009;618;5459517;0,000001;3;;2;;;;,,,;381;1175344,97;34228,7;967,59;83;35,49;946877,89;528236,64;211533;93937475;1351559;3724041;0,18764765;6000934;431630112;11912;2,88;6306;1362,49;34338;;32735;1603;47,89;95,33;,,,;2009;Agudos;12,4;5,2;AGUDOS;;;;1;1
164;Agudos;2010;288640;32116303;0,000508;3;;9;0,745;265;8,09;,,,;277;1736270,58;50317,93;966,16;84;35,71;1388301,51;868481,56;289803;104004851;1694383;4580377;0,1775939;;;13011;2,65;7628;1323,12;34506;;32976;1530;50,43;95,57;89;2010;Agudos;0,5;0,22;AGUDOS;;;;1;1
165;Agudos;2011;3521236;24429216;0,005402;3;;11;;;;,,,;345;1742627,42;50251,67;966,16;59;35,89;1399428,54;832121,44;322746;106427677;1615496;4526067;0,17908777;;;14384;2,41;7654;1461,6;34678;;33171;1507;53,1;95,65;;;;;;AGUDOS;2011;AGUDOS;28150000;1;1
166;Agudos;2012;5549000;29376376;0,008512;4;;20;;;;,,,;346;1928539,29;55336,7;966,16;50;36,07;1542054,63;905767,14;348515;;;;0,20886223;;;15625;2,23;8306;1554,63;34851;;33367;1484;55,96;95,74;;;;;;AGUDOS;2012;AGUDOS;1475000;1;1
167;Agudos;2013;4782860;39637102;0,007597;2;1;19;;;;,,,;300;1900411,59;54260,27;966,16;45;36,25;1513256,28;833462,59;341975;;;;0,23003702;;;16820;2,08;8660;1709,61;35024;;33563;1461;58,92;95,83;;;;;;AGUDOS;2013;AGUDOS;3649849,93;1;1
168;Agudos;2014;2378293;52618669;0,004114;3;;19;;;;,,,;422;2096342,18;59556,87;966,16;65;36,43;1682486,62;931033,17;324429;;;;0,24829549;;;17921;1,96;8305;1874,14;35199;;33759;1440;62;95,91;;;;;;AGUDOS;;;;1;1
169;Agudos;2015;6292886;33979444;0,012172;1;;19;;;;,,,;382;;;966,16;77;36,61;;;;;;;0,24802314;;;18770;1,88;8642;2069,58;35374;;33955;1419;65,29;95,99;;;;;;AGUDOS;;;;1;1
170;Agudos;2016;;;;;;;;;;,,,;;;;966,16;;36,77;;;;;;;;;;19526;1,82;;;35525;;34127;1398;67,84;96,06;;2016;Agudos;48,14;15;AGUDOS;;;;1;1
171;Agudos;2017;;;;;;;;;;,,,;;;;966,16;;36,93;;;;;;;;;;;;;;35676;0,48;34299;1377;70,55;96,14;;;;;;AGUDOS;;;;1;1
172;Agudos;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGUDOS;;;;1;1
173;Agudos;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGUDOS;;;;1;1
174;Agudos;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGUDOS;;;;1;1
175;Agudos;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGUDOS;;;;1;1
176;Alambari;2000;;;;;;;0,572;609;2,65;,,,;;;;159,19;;22,91;;;;10615424;122725;64334;0,00946534;200351;731093;;;365;606,05;3647;;2442;1205;31,95;66,96;5;;;;;ALAMBARI;;;;1;0
177;Alambari;2001;;;;;;;;;;,,,;27;;;159,19;11;23,69;;;3431;11320555;113197;109728;0,0089991;247265;823958;;;351;561,26;3771;;2519;1252;32,85;66,8;,,,;;;;;ALAMBARI;;;;1;0
178;Alambari;2002;;;;1;;1;;;;,,,;24;21748,95;5573,8;159,19;6;24,51;21136,69;1195,69;3230;11519825;124736;389811;0,00837208;296787;399124;513;7,61;426;536,78;3902;;2626;1276;34,73;67,3;,,,;;;;;ALAMBARI;;;;1;0
179;Alambari;2003;;;;;;;;;;,,,;35;26696,2;6634,24;159,19;7;25,28;25974,43;1251,15;3449;8707929;110119;277402;0,0084281;263862;906370;567;7,1;426;521,26;4024;;2738;1286;36,02;68,04;,,,;;;;;ALAMBARI;;;;1;0
180;Alambari;2004;;;;1;;1;;;;,,,;35;30956,93;7482,94;159,19;2;25,99;30171,96;1164,93;3714;9306115;110750;582863;0,00851566;248278;1070068;632;6,55;398;727,62;4137;;2854;1283;37,32;68,99;,,,;;;;;ALAMBARI;;;;1;0
181;Alambari;2005;;;;;;;;;;,,,;41;35881,86;8430,89;159,19;3;26,74;35177,57;1509,3;4075;10408292;105851;754532;0,00877513;275365;369920;731;5,82;418;856,97;4256;;2975;1281;38,78;69,9;,,,;;;;;ALAMBARI;;;;1;0
182;Alambari;2006;;;;1;;;;;;,,,;53;38055,8;8686,56;159,19;8;27,52;37068;2051,87;4617;11822000;116838;759517;0,0090411;355212;239979;807;5,43;505;798,99;4381;;3101;1280;40,27;70,78;,,,;;;;;ALAMBARI;;;;1;0
183;Alambari;2007;;;;;;;;;;,,,;50;47910,79;10653,94;159,19;6;28,25;46757,57;2453,16;5054;12349901;119962;731967;0,008792;397470;254121;889;5,06;497;761,33;4497;;3233;1264;42,02;71,89;,,,;;;;;ALAMBARI;2007;ALAMBARI;361145,04;1;0
184;Alambari;2008;;;;;;;;;;,,,;32;47474,98;10275,97;159,19;3;29,02;46036,15;3780,66;5367;15059081;117531;735079;0,00838639;393855;203008;963;4,8;600;888,44;4620;;3370;1250;43,71;72,94;,,,;;;;;ALAMBARI;;;;1;0
185;Alambari;2009;;;;;;;;;;,,,;37;56605,72;11919,5;159,19;5;29,83;55865,79;3166,29;5646;13567722;114898;878800;0,00876188;477777;231293;1085;4,38;559;914,74;4749;;3513;1236;45,14;73,97;,,,;;;;;ALAMBARI;;;;1;0
186;Alambari;2010;;;;;;;0,712;522;4,36;,,,;47;61602,6;12644,21;159,27;15;30,59;59998,41;4100,99;6031;15416814;132289;1389859;0,01013937;;;1225;3,98;641;1046,55;4872;;3663;1209;46,61;75,18;92;;;;;ALAMBARI;;;;1;0
187;Alambari;2011;;40997;;;;1;;;;,,,;41;61384,83;12370,98;159,27;6;31,15;59444,98;3920,12;6898;16502770;144092;1336785;0,00999717;;;1419;3,5;751;1230,86;4962;;3767;1195;48,8;75,92;;;;;;ALAMBARI;2011;ALAMBARI;619996,76;1;0
188;Alambari;2012;;36872;;;;3;;;;,,,;29;60504,84;11971,67;159,27;3;31,73;58231,06;4322,28;7416;;;;0,01016522;;;1613;3,13;642;1203,3;5054;;3874;1180;51,68;76,65;;;;;;ALAMBARI;2012;ALAMBARI;327750;1;0
189;Alambari;2013;;52079;;;;;;;;,,,;29;70362,96;13668,02;159,27;7;32,32;66518,75;4502,53;8383;;;;0,01073979;;;1773;2,9;822;1296,25;5148;;3982;1166;54,72;77,35;;;;;;ALAMBARI;2013;ALAMBARI;248850;1;0
190;Alambari;2014;;132193;;1;;1;;;;,,,;34;70466,72;13437,59;159,27;11;32,93;64915,63;4723,94;8552;;;;0,01113675;;;1939;2,7;871;1508,45;5244;;4092;1152;57,72;78,03;;;;;;ALAMBARI;;;;1;0
191;Alambari;2015;;77715;;;;1;;;;,,,;33;;;159,6;2;33,46;;;;;;;0,011608;;;2060;2,59;862;1560,54;5341;;4204;1137;61,08;78,71;;;;;;ALAMBARI;;;;1;0
192;Alambari;2016;;;;;;;;;;,,,;;;;159,6;;34;;;;;;;;;;2150;2,52;;;5426;;4307;1119;63,73;79,38;;;;;;ALAMBARI;;;;1;0
193;Alambari;2017;;;;;;;;;;,,,;;;;159,6;;34,54;;;;;;;;;;;;;;5512;1,78;4410;1102;66,34;80,01;;;;;;ALAMBARI;;;;1;0
194;Alambari;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALAMBARI;;;;1;0
195;Alambari;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALAMBARI;;;;1;0
196;Alambari;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALAMBARI;;;;1;0
197;Alambari;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALAMBARI;;;;1;0
198;Alfredo Marcondes;2000;;;;;;;0,646;299;5,36;,,,;;;;119,5;;30,92;;;;9443641;92675;67106;0,00858758;242536;105733;;;235;505,48;3695;;2671;1024;64,89;72,29;3;;;;;ALFREDO MARCONDES;;;;0;0
199;Alfredo Marcondes;2001;;;;;;;;;;,,,;9;;;119,5;;31,17;;;3696;9789150;111740;14753;0,00882066;262598;69868;;;258;590,94;3725;;2713;1012;68,67;72,83;,,,;;;;;ALFREDO MARCONDES;;;;0;0
200;Alfredo Marcondes;2002;;;;;;;;;;,,,;9;14923,73;3978,6;119,5;;31,39;14204,65;829,27;3879;9238396;112379;24880;0,00857428;277443;95232;725;5,17;248;618,72;3751;;2768;983;73,25;73,79;,,,;;;;;ALFREDO MARCONDES;;;;0;0
201;Alfredo Marcondes;2003;;;;;;;;;;,,,;7;17493,46;4635,26;119,5;;31,58;16643,75;1791,13;4122;;;;0,00844042;233082;88438;789;4,78;295;669,86;3774;;2824;950;77,67;74,83;,,,;;;;;ALFREDO MARCONDES;;;;0;0
202;Alfredo Marcondes;2004;;;;;;;;;;,,,;9;18991,35;5008,27;119,5;;31,73;18147,55;3043,62;4195;7365511;94757;97649;0,00823871;276643;67023;797;4,76;316;628,39;3792;;2882;910;82,2;76;,,,;;;;;ALFREDO MARCONDES;;;;0;0
203;Alfredo Marcondes;2005;;;;;;;;;;,,,;9;20771,65;5450,45;119,5;;31,89;19870,37;3362,57;4399;9019531;93058;101018;0,00823875;296195;92429;858;4,44;325;724,14;3811;;2941;870;87,27;77,17;,,,;;;;;ALFREDO MARCONDES;;;;0;0
204;Alfredo Marcondes;2006;;;;;;;;;;,,,;11;23111,05;6013,8;119,5;;32,16;21979,79;3412,98;4512;9628250;100896;155824;0,00820333;392298;60484;939;4,09;348;841,67;3843;;3001;842;92,52;78,09;,,,;;;;;ALFREDO MARCONDES;;;;0;0
205;Alfredo Marcondes;2007;;;;1;;;;;;,,,;12;25210,45;6519,38;119,5;1;32,36;23918,02;3809,64;4822;10163456;98256;189799;0,00814163;459390;65009;1050;3,68;360;893,71;3867;;3062;805;97,96;79,18;,,,;;;;;ALFREDO MARCONDES;;;;0;0
206;Alfredo Marcondes;2008;;;;;;;;;;,,,;16;29906,66;7719,84;119,5;;32,42;28480,07;5470,38;4904;12171291;94801;251106;0,00805603;485737;341627;1145;3,38;476;898,23;3874;;3124;750;104,36;80,64;,,,;;;;;ALFREDO MARCONDES;;;;0;0
207;Alfredo Marcondes;2009;;;;1;;;;;;,,,;36;34400,17;8875,17;119,5;;32,44;32820,87;6781,2;5127;11210458;111494;84905;0,00811626;572426;453744;1280;3,03;462;1001,66;3876;;3188;688;111,34;82,25;,,,;;;;;ALFREDO MARCONDES;;;;0;0
208;Alfredo Marcondes;2010;76379;100168;0,000134;;;;0,741;297;6,95;,,,;9;36694,11;9435,36;118,4;;32,85;35289,59;8298,89;5309;13575053;114148;115596;0,00845284;;;1431;2,72;521;1180,35;3889;;3253;636;117,56;83,65;10;;;;;ALFREDO MARCONDES;;;;0;0
209;Alfredo Marcondes;2011;612612;171042;0,00094;;;1;;;;,,,;8;38980,28;10007,77;118,4;;32,9;37381,95;8962,58;5639;12738146;123317;139146;0,00848503;;;1602;2,43;659;1334,57;3895;;3292;603;121,8;84,52;;;;;;ALFREDO MARCONDES;;;;0;0
210;Alfredo Marcondes;2012;924462;197866;0,001418;;;;;;;,,,;19;53292,71;13664,8;118,4;1;32,94;47083,59;13928,84;6298;;;;0,00872506;;;1739;2,24;840;1325,38;3900;;3329;571;125,31;85,36;;;;;;ALFREDO MARCONDES;;;;0;0
211;Alfredo Marcondes;2013;1300130;507430;0,002065;1;;;;;;,,,;16;65727,48;16831,62;118,4;;32,98;55910,57;16076,55;6449;;;;0,00926671;;;1876;2,08;829;1524,42;3905;;3363;542;129,89;86,12;;;;;;ALFREDO MARCONDES;;;;0;0
212;Alfredo Marcondes;2014;1965943;1688068;0,003401;;;1;;;;,,,;27;73693,99;18847,57;118,4;1;33,02;58904,24;15272,5;7124;;;;0,00948533;;;2039;1,92;815;1674,55;3910;;3397;513;134,36;86,88;;;;;;ALFREDO MARCONDES;;;;0;0
213;Alfredo Marcondes;2015;2462472;1858164;0,004763;;;;;;;,,,;15;;;118,92;;32,93;;;;;;;0,00996146;;;2169;1,81;786;1857,76;3916;;3429;487;139,4;87,56;;;;;;ALFREDO MARCONDES;;;;0;0
214;Alfredo Marcondes;2016;;;;;;;;;;,,,;;;;118,92;;32,95;;;;;;;;;;2246;1,74;;;3919;;3458;461;143,84;88,24;;;;;;ALFREDO MARCONDES;;;;0;0
215;Alfredo Marcondes;2017;;;;;;;;;;,,,;;;;118,92;;32,96;;;;;;;;;;;;;;3920;0,11;3483;437;148,54;88,85;;;;;;ALFREDO MARCONDES;;;;0;0
216;Alfredo Marcondes;2018;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALFREDO MARCONDES;;;;0;0
217;Alfredo Marcondes;2019;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALFREDO MARCONDES;;;;0;0
218;Alfredo Marcondes;2020;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALFREDO MARCONDES;;;;0;0
219;Alfredo Marcondes;2021;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALFREDO MARCONDES;;;;0;0
